date,price,marketCap
2018-02-07,8099.958333,1.36502E+11
2018-02-09,8535.516667,1.43871E+11
2018-02-11,8343.455,1.40664E+11
2018-02-13,8597.7675,1.44987E+11
2018-02-15,9977.154,1.68287E+11
2018-02-17,10841.99167,1.82915E+11
2018-02-19,11110.965,1.87498E+11
2018-02-21,10532.79167,1.77782E+11
2018-02-23,10162.11667,1.71563E+11
2018-02-25,9696.593333,1.63742E+11
2018-02-27,10763.88333,1.81806E+11
2018-03-01,11009.38167,1.85996E+11
2018-03-03,11326.94833,1.91409E+11
2018-03-05,11595.54,1.95991E+11
2018-03-07,10118.058,1.71058E+11
2018-03-09,9089.278333,1.537E+11
2018-03-11,9761.396667,1.65101E+11
2018-03-13,9154.7,1.54876E+11
2018-03-15,8358.121667,1.4143E+11
2018-03-17,7993.674644,1.35294E+11
2018-03-19,8412.033333,1.42407E+11
2018-03-21,8947.753333,1.51507E+11
2018-03-23,8686.826667,1.47119E+11
2018-03-25,8617.296667,1.45973E+11
2018-03-27,7876.195,1.33449E+11
2018-03-29,7172.28,1.21548E+11
2018-03-31,6935.48,1.1756E+11
2018-04-02,7035.848333,1.19289E+11
2018-04-04,6787.761667,1.15109E+11
2018-04-06,6603.876667,1.12015E+11
2018-04-08,7017.656667,1.19063E+11
2018-04-10,6787.571667,1.15186E+11
2018-04-12,7847.845,1.3321E+11
2018-04-14,8036.511051,1.36443E+11
2018-04-16,8043.803333,1.36597E+11
2018-04-18,8164.937426,1.38687E+11
2018-04-20,8852.718333,1.50404E+11
2018-04-22,8838.548333,1.50199E+11
2018-04-24,9555.542,1.62421E+11
2018-04-26,9258.398333,1.574E+11
2018-04-28,9326.173333,1.58584E+11
2018-04-30,9259.57,1.57488E+11
2018-05-02,9221.426,1.56873E+11
2018-05-04,9710.73,1.65232E+11
2018-05-06,9630.136277,1.63897E+11
2018-05-08,9228.608333,1.57097E+11
2018-05-10,9101.483333,1.54968E+11
2018-05-12,8484.346667,1.44491E+11
2018-05-14,8652.038333,1.47378E+11
2018-05-16,8340.703333,1.42108E+11
2018-05-18,8240.055,1.40422E+11
2018-05-20,8507.406667,1.4501E+11
2018-05-22,8015.58,1.36658E+11
2018-05-24,7566.193333,1.29025E+11
2018-05-26,7342.908333,1.25248E+11
2018-05-28,7130.541667,1.21654E+11
2018-05-30,7385.395,1.26031E+11
2018-06-01,7535.146667,1.28619E+11
2018-06-03,7699.886,1.31461E+11
2018-06-05,7615.722142,1.30058E+11
2018-06-07,7676.271667,1.3112E+11
2018-06-09,7564.408333,1.29236E+11
2018-06-11,6875.678333,1.17492E+11
2018-06-13,6315.7,1.07946E+11
2018-06-15,6434.088,1.09994E+11
2018-06-17,6464.411667,1.10539E+11
2018-06-19,6737,1.15227E+11
2018-06-21,6733.901667,1.15186E+11
2018-06-23,6141.605833,1.03509E+11
2018-06-25,6211.4475,1.05409E+11
2018-06-27,6105.295,1.05064E+11
2018-06-29,5908.7025,1.01936E+11
2018-07-01,6374.754167,1.08802E+11
2018-07-03,6613.685833,1.13613E+11
2018-07-05,6603.376667,1.14731E+11
2018-07-07,6594.281667,1.13496E+11
2018-07-09,6723.8725,1.15217E+11
2018-07-11,6377.363333,1.09836E+11
2018-07-13,6244.3575,1.0567E+11
2018-07-15,6316.881667,1.07543E+11
2018-07-17,6869.910833,1.14383E+11
2018-07-19,7396.401667,1.25718E+11
2018-07-21,7352.495385,1.2584E+11
2018-07-23,7689.884167,1.27251E+11
2018-07-25,8251.165,1.44832E+11
2018-07-27,8025.2575,1.36316E+11
2018-07-29,8206.341667,1.40856E+11
2018-07-31,7916.800833,1.40229E+11
2018-08-02,7593.149167,1.30473E+11
2018-08-04,7247.769167,1.27892E+11
2018-08-06,6988.079167,1.20943E+11
2018-08-08,6450.366923,1.10935E+11
2018-08-10,6396.494667,1.10034E+11
2018-08-12,6311.131667,1.08591E+11
2018-08-14,6050.9425,1.04136E+11
2018-08-16,6342.629231,1.09181E+11
2018-08-18,6436.720833,1.10826E+11
2018-08-20,6434.559167,1.10813E+11
2018-08-22,6575.229167,1.13261E+11
2018-08-24,6543.645714,1.12741E+11
2018-08-26,6673.274167,1.15E+11
2018-08-28,7000.04,1.2066E+11
2018-08-30,6932.6625,1.19524E+11
2018-09-01,7100.946667,1.22453E+11
2018-09-03,7260.949231,1.25238E+11
2018-09-05,7113.069231,1.2271E+11
2018-09-07,6444.804167,1.11206E+11
2018-09-09,6286.425833,1.08498E+11
2018-09-11,6296.320833,1.08691E+11
2018-09-13,6450.179231,1.11372E+11
2018-09-15,6518.655,1.12577E+11
2018-09-17,6400.600833,1.1056E+11
2018-09-19,6335.826667,1.09464E+11
2018-09-21,6669.990833,1.15263E+11
2018-09-23,6710.445,1.15987E+11
2018-09-25,6412.459167,1.10862E+11
2018-09-27,6535.476667,1.13012E+11
2018-09-29,6550.474167,1.13296E+11
2018-10-01,6590.968333,1.14023E+11
2018-10-03,6470.4025,1.1196E+11
2018-10-05,6568.549167,1.13681E+11
2018-10-07,6558.5375,1.1353E+11
2018-10-09,6621.711667,1.14646E+11
2018-10-11,6248.635833,1.0821E+11
2018-10-13,6260.645833,1.08439E+11
2018-10-15,6452.571667,1.11786E+11
2018-10-17,6596.276154,1.14298E+11
2018-10-19,6487.444167,1.12435E+11
2018-10-21,6531.601667,1.13223E+11
2018-10-23,6481.426,1.12378E+11
2018-10-25,6478.0825,1.12341E+11
2018-10-27,6465.9175,1.12152E+11
2018-10-29,6382.668333,1.10731E+11
2018-10-31,6310.284167,1.095E+11
2018-11-02,6387.674167,1.10867E+11
2018-11-04,6391.873333,1.10963E+11
2018-11-06,6445.354167,1.11913E+11
2018-11-08,6486.251667,1.12643E+11
2018-11-10,6399.033333,1.11149E+11
2018-11-12,6401.936667,1.11223E+11
2018-11-14,6176.155,1.0732E+11
2018-11-16,5596.1925,97259727078
2018-11-18,5606.044167,97449725598
2018-11-20,4671.97,81227804814
2018-11-22,4548.7975,79099210307
2018-11-24,4293.840833,74680143637
2018-11-26,3920.536667,68199156511
2018-11-28,4103.453846,71393839156
2018-11-30,4106.871667,71463879215
2018-12-02,4167.546667,72532086375
2018-12-04,3961.493333,68958407715
2018-12-06,3742.943333,65166468118
2018-12-08,3435.34,59821293090
2018-12-10,3523.96,61375577934
2018-12-12,3462.04,60307741463
2018-12-14,3278.374167,57119686821
